EmployeeNo,Gender,Age,MaritalStatus,Degree,Tier,Track,PrimaryCEG,SecondaryCEG,PerformanceRating,PotentialRating,PerDayRate,CostToCompany,EmployeeRatedEnvirementSatisfaction,EmployeeRatedJobInvolvement,EmployeeRatedJobSatisfaction,EmployeeratedRelationshipSatisfaction,EmployeeratedWorkLifeBalance,DateOfJoining,LastPromotionDate,CompanyTenure,RoleTenure,ElapsedPromotion,ManagerTenure,Longevity,Attrition
10000756,Female,45,Married,Software Engineering,2,Quality,,,3,0,0,0,4,3,4,2,4,22-Oct-12,22-Oct-19,10.0,3,1,3,1,0
10000760,Male,45,Single,Business Management,1,Consulting,,,3,0,0,0,2,3,2,1,3,22-Oct-15,22-Oct-19,7.0,3,0,3,1,0
10000806,Female,45,Married,Software Engineering,2,Quality,,,3,0,0,0,2,2,3,4,3,22-Feb-07,22-Oct-12,15.7,10,4,10,1,0
10000855,Female,26,Married,Software Engineering,1,Technology,,,3,0,0,0,1,3,3,3,2,22-Jun-19,22-Oct-20,3.4,2,0,2,1,0
10000914,Female,26,Single,Software Engineering,1,Quality,,,3,0,0,0,1,1,2,1,3,22-Dec-97,22-Oct-12,24.9,10,1,10,1,1
10000937,Female,26,Single,Software Engineering,1,Technology,,,4,0,0,0,2,3,2,3,3,22-Aug-22,22-Aug-22,0.2,0.2,0,0.2,0,0
10001035,Male,26,Other,Software Engineering,1,Technology,,,3,0,0,0,2,1,1,2,3,22-Sep-15,22-Oct-15,7.1,7,0,7,1,0
10001038,Male,26,Married,Technical Degree,1,Technology,,,3,0,0,0,2,3,4,4,4,22-Sep-19,22-Oct-21,3.1,1,1,1,1,0
10001093,Male,26,Married,Technical Degree,1,Technology,,,4,0,0,0,4,3,4,4,3,22-Oct-16,22-Oct-18,6.0,4,0,4,1,0
10001100,Male,26,Other,Technical Degree,3,Technology,,,3,0,0,0,1,3,2,1,3,22-Jan-12,22-Oct-14,10.8,8,7,8,1,0
10001143,Female,26,Single,Software Engineering,2,Technology,,,3,0,0,0,3,1,1,1,3,22-Jul-12,22-Oct-15,10.3,7,1,7,1,0
10001144,Male,26,Married,Software Engineering,2,Quality,,,3,0,0,0,1,2,1,1,3,22-Jul-12,22-Oct-15,10.3,7,4,7,1,0
10001161,Female,26,Other,Other,2,Technology,,,3,0,0,0,4,2,4,1,3,22-Jul-12,22-Oct-15,10.3,7,3,7,1,0
10001222,Male,26,Married,Software Engineering,3,Technology,,,4,0,0,0,3,2,3,4,2,22-Mar-99,22-Oct-07,23.6,15,14,15,1,0
10001226,Female,26,Single,Technical Degree,4,Technology,,,3,0,0,0,4,2,2,3,3,22-Aug-01,22-Oct-16,21.2,6,8,6,1,0
10001244,Female,26,Married,Software Engineering,3,Consulting,,,4,0,0,0,3,1,3,3,4,22-Oct-16,22-Oct-16,6.0,6,0,6,1,0
10001315,Female,26,Married,Software Engineering,2,Quality,,,4,0,0,0,3,3,3,2,4,22-Aug-14,22-Oct-15,8.2,7,5,7,1,0
10001347,Female,26,Married,Software Engineering,2,Technology,,,3,0,0,0,2,2,4,4,2,22-Jul-13,22-Oct-14,9.3,8,3,8,1,0
10001363,Male,26,Single,Software Engineering,2,Technology,,,3,0,0,0,2,3,3,3,3,22-Jul-18,22-Oct-20,4.3,2,0,2,1,0
10001455,Female,26,Single,Software Engineering,2,Quality,,,3,0,0,0,4,3,3,3,3,22-Oct-16,22-Oct-19,6.0,3,0,3,1,0
10000030,Female,26,Married,Software Engineering,5,Quality,,,3,0,0,0,2,3,1,4,2,22-Jun-20,22-Oct-20,2.4,2,2,2,0,0
10000049,Male,26,Married,Software Engineering,2,Quality,,,4,0,0,0,1,3,4,3,3,22-Apr-13,22-Oct-16,9.5,6,0,6,1,0
10000080,Male,26,Other,Software Engineering,2,Consulting,,,4,0,0,0,2,3,2,4,3,22-Oct-17,22-Oct-20,5.0,2,0,2,1,0
10000090,Male,26,Single,Software Engineering,3,Quality,,,3,0,0,0,3,2,4,4,3,22-Oct-12,22-Oct-14,10.0,8,4,8,1,1
10000094,Male,26,Married,Software Engineering,3,Technology,,,3,0,0,0,3,2,1,3,2,22-Apr-12,22-Oct-13,10.5,9,9,9,1,0
10000179,Female,26,Other,Software Engineering,3,Quality,,,4,0,0,0,2,3,1,3,3,22-Dec-97,22-Oct-09,24.9,13,15,13,1,0
10000210,Male,26,Other,Software Engineering,3,Technology,,,3,0,0,0,4,3,1,3,3,22-Sep-18,22-Oct-20,4.1,2,0,2,1,0
10000264,Female,26,Married,Technical Degree,4,Quality,,,3,0,0,0,3,1,2,2,2,22-Oct-14,22-Oct-15,8.0,7,7,7,1,0
10000366,Female,26,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,3,3,4,22-Jun-21,22-Jun-21,1.4,1.4,0,1.4,0,0
10000413,Female,26,Other,Software Engineering,2,Technology,,,3,0,0,0,3,3,3,3,2,22-Jan-12,22-Oct-15,10.8,7,0,7,1,0
10000430,Male,26,Married,Software Engineering,4,Technology,,,3,0,0,0,1,3,3,3,1,22-Mar-19,22-Oct-20,3.6,2,0,2,1,0
10000434,Female,26,Married,Software Engineering,3,Quality,,,3,0,0,0,3,2,4,3,3,22-Jan-19,22-Oct-20,3.8,2,1,2,1,0
10000466,Female,26,Married,Software Engineering,3,Technology,,,3,0,0,0,1,3,3,4,2,22-Apr-20,22-Oct-20,2.5,2,1,2,0,0
10000724,Male,26,Other,Software Engineering,3,Technology,,,3,0,0,0,4,3,3,2,3,22-Jun-14,22-Oct-15,8.4,7,0,7,1,0
10000771,Male,26,Other,Software Engineering,5,Technology,,,3,0,0,0,4,3,4,4,3,22-Aug-20,22-Oct-20,2.2,2,2,2,0,0
10000779,Female,26,Other,Software Engineering,2,Technology,,,4,0,0,0,4,2,1,1,3,22-Feb-06,22-Oct-09,16.7,13,1,13,1,0
10000811,Male,26,Married,Software Engineering,4,Quality,,,3,0,0,0,1,3,3,4,3,22-Mar-10,22-Oct-13,12.6,9,4,9,1,0
10000862,Female,26,Married,Software Engineering,4,Quality,,,4,0,0,0,3,3,1,1,3,22-Jul-96,22-Oct-07,26.3,15,15,15,1,0
10000870,Male,26,Married,Software Engineering,5,Technology,,,3,0,0,0,4,3,2,1,3,22-Dec-17,22-Oct-20,4.9,2,0,2,1,0
10000878,Male,26,Other,Technical Degree,2,Technology,,,3,0,0,0,4,3,4,3,2,22-Dec-15,22-Oct-19,6.9,3,1,3,1,0
10000917,Female,26,Married,Software Engineering,5,Quality,,,3,0,0,0,4,2,2,3,3,22-Jul-11,22-Oct-18,11.3,4,0,4,1,0
10000944,Female,26,Single,Software Engineering,1,Consulting,,,3,0,0,0,4,3,1,3,4,22-Feb-15,22-Oct-16,7.7,6,5,6,1,0
10001032,Male,26,Other,Software Engineering,3,Quality,,,3,0,0,0,1,3,4,1,4,22-Apr-15,22-Oct-15,7.5,7,4,7,1,1
10001081,Female,26,Married,Software Engineering,4,Quality,,,3,0,0,0,3,3,2,4,4,22-Sep-09,22-Oct-10,13.1,12,5,12,1,0
10001136,Male,26,Married,Software Engineering,4,Quality,,,3,0,0,0,4,4,1,2,1,22-Jan-96,22-Jan-96,26.8,26.8,0,26.8,1,0
10001232,Male,26,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,2,4,3,22-Jul-12,22-Oct-15,10.3,7,0,7,1,0
10001236,Male,26,Other,Software Engineering,3,Quality,,,3,0,0,0,3,3,4,2,2,22-Dec-11,22-Oct-16,10.9,6,0,6,1,0
10001278,Male,26,Other,Software Engineering,5,Technology,,,3,0,0,0,3,3,4,3,3,22-Sep-20,22-Oct-21,2.1,1,2,1,0,0
10001286,Male,26,Single,Software Engineering,2,Quality,,,3,0,0,0,2,2,2,3,3,22-Jul-20,22-Oct-20,2.3,2,2,2,0,0
10001299,Female,26,Married,Software Engineering,2,Technology,,,4,0,0,0,4,3,2,4,4,22-Feb-13,22-Oct-15,9.7,7,3,7,1,1
10001323,Male,26,Other,Software Engineering,3,Technology,,,3,0,0,0,4,3,4,3,2,22-Jul-13,22-Oct-14,9.3,8,4,8,1,0
10001328,Female,26,Other,Technical Degree,4,Quality,,,3,0,0,0,1,4,1,4,3,22-Jan-03,22-Oct-05,19.8,17,2,17,1,0
10001334,Female,26,Married,Software Engineering,3,Quality,,,4,0,0,0,3,3,2,3,3,22-Aug-14,22-Oct-15,8.2,7,0,7,1,1
10000272,Male,26,Married,Software Engineering,2,Technology,,,3,0,0,0,1,3,2,4,2,22-Apr-12,22-Oct-15,10.5,7,9,7,1,1
10000330,Male,26,Married,Software Engineering,2,Technology,,,3,0,0,0,4,3,3,2,3,22-Jul-19,22-Oct-20,3.3,2,1,2,1,0
10000348,Male,31,Single,Software Engineering,2,Quality,,,3,0,0,0,2,3,3,1,3,22-Jun-22,22-Jun-22,0.4,0.4,0,0.4,0,0
10000412,Female,31,Married,Software Engineering,2,Technology,,,3,0,0,0,1,3,1,4,1,22-Jan-93,22-Oct-14,29.8,8,11,8,1,0
10000428,Female,31,Married,Software Engineering,2,Quality,,,3,0,0,0,3,2,1,4,4,22-Feb-04,22-Oct-09,18.7,13,13,13,1,0
10000429,Female,31,Other,Software Engineering,2,Technology,,,3,0,0,0,1,3,4,3,3,22-Oct-16,22-Oct-16,6.0,6,0,6,1,0
10000533,Male,31,Single,Software Engineering,2,Quality,,,3,0,0,0,4,3,1,4,3,22-Jul-15,22-Oct-15,7.3,7,1,7,1,0
10000537,Male,31,Single,Software Engineering,2,Quality,,,3,0,0,0,1,3,1,4,3,22-Feb-20,22-Oct-20,2.7,2,2,2,0,0
10000545,Female,31,Other,Software Engineering,2,Quality,,,3,0,0,0,4,3,3,4,2,22-Feb-00,22-Oct-20,22.7,2,11,2,1,0
10000567,Female,31,Single,Software Engineering,2,Quality,,,3,0,0,0,2,4,3,4,3,22-Apr-17,22-Oct-18,5.5,4,1,4,1,1
10000593,Female,31,Married,Other,2,Technology,,,3,0,0,0,3,3,4,3,2,22-Aug-96,22-Oct-08,26.2,14,3,14,1,0
10000652,Female,31,Married,Other,2,Quality,,,4,0,0,0,3,3,4,1,3,22-Jul-15,22-Oct-16,7.3,6,7,6,1,0
10000666,Female,31,Single,Software Engineering,1,Quality,,,3,0,0,0,4,2,4,1,2,22-Aug-19,22-Oct-20,3.2,2,1,2,1,0
10000708,Male,31,Other,Software Engineering,2,Technology,,,3,0,0,0,3,4,3,3,4,22-Feb-03,22-Oct-12,19.7,10,2,10,1,0
10000720,Female,31,Single,Software Engineering,2,Quality,,,3,0,0,0,4,3,4,3,3,22-Sep-13,22-Sep-13,9.1,9.1,0,9.1,1,0
10000880,Male,31,Other,Software Engineering,2,Quality,,,3,0,0,0,2,4,4,2,3,22-Oct-10,22-Oct-15,12.0,7,1,7,1,0
10001021,Male,31,Married,Technical Degree,1,Technology,,,3,0,0,0,1,3,4,3,2,22-Apr-16,22-Oct-17,6.5,5,1,5,1,0
10001025,Female,31,Married,Software Engineering,1,Technology,,,3,0,0,0,1,3,3,2,4,22-Aug-02,22-Oct-05,20.2,17,5,17,1,0
10001068,Female,31,Married,Software Engineering,1,Quality,,,3,0,0,0,3,3,3,3,2,22-Jul-17,22-Oct-18,5.3,4,1,4,1,0
10001155,Female,31,Married,Software Engineering,1,Consulting,,,3,0,0,0,4,3,3,3,3,22-Jun-17,22-Oct-20,5.4,2,1,2,1,0
10001195,Female,31,Other,Software Engineering,1,Quality,,,3,0,0,0,2,4,2,3,3,22-Oct-18,22-Oct-20,4.0,2,1,2,1,0
10001210,Male,31,Other,Software Engineering,1,Technology,,,4,0,0,0,3,1,4,3,4,22-Jan-21,22-Jan-21,1.8,1.8,0,1.8,0,0
10001224,Male,31,Married,Software Engineering,1,Quality,,,3,0,0,0,3,1,3,3,1,22-Dec-98,22-Oct-17,23.9,5,14,5,1,1
10001235,Male,31,Married,Software Engineering,2,Quality,,,3,0,0,0,3,3,2,4,1,22-Jun-21,22-Jun-21,1.4,1.4,0,1.4,0,0
10001304,Female,31,Other,Software Engineering,2,Technology,,,3,0,0,0,3,2,2,3,3,22-Mar-00,22-Oct-11,22.6,11,14,11,1,0
10001322,Female,47,Single,Software Engineering,1,Technology,,,3,0,0,0,2,3,3,3,3,22-Jun-20,22-Oct-20,2.4,2,2,2,0,0
10001371,Male,47,Married,Technical Degree,2,Technology,,,3,0,0,0,3,3,2,3,4,22-Jan-14,22-Oct-15,8.8,7,1,7,1,0
10001415,Male,47,Single,Software Engineering,2,Technology,,,4,0,0,0,1,3,3,2,3,22-Sep-05,22-Oct-08,17.1,14,12,9,1,0
10001422,Female,47,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,2,1,1,22-Feb-09,22-Oct-14,13.7,8,5,8,1,0
10000051,Male,48,Single,Software Engineering,3,Technology,,,3,0,0,0,1,2,3,4,3,22-Aug-21,22-Aug-21,1.2,1.2,0,1.2,0,1
10000353,Female,48,Married,Software Engineering,3,Quality,,,4,0,0,0,1,3,3,2,1,22-Jan-22,22-Jan-22,0.8,0.8,0,0.8,0,0
10000445,Female,48,Married,Software Engineering,2,Quality,,,3,0,0,0,2,3,4,1,3,22-Jul-13,22-Oct-15,9.3,7,6,7,1,0
10000493,Female,27,Married,Software Engineering,4,Technology,,,3,0,0,0,4,2,1,1,1,22-Apr-19,22-Oct-20,3.5,2,0,2,1,0
10000521,Male,27,Married,Software Engineering,2,Quality,,,3,0,0,0,2,4,2,4,3,22-Jun-20,22-Oct-20,2.4,2,2,2,0,0
10000679,Male,27,Married,Software Engineering,1,Technology,,,3,0,0,0,4,3,3,1,2,22-Aug-22,22-Aug-22,0.2,0.2,0,0.2,0,0
10000736,Male,27,Single,Software Engineering,2,Technology,,,3,0,0,0,1,2,3,4,3,22-Aug-20,22-Oct-20,2.2,2,2,2,0,0
10000737,Male,27,Single,Software Engineering,3,Technology,,,3,0,0,0,3,2,3,2,3,22-Feb-07,22-Oct-11,15.7,11,4,11,1,0
10000805,Male,27,Single,Software Engineering,4,Technology,,,4,0,0,0,1,4,4,3,2,22-Aug-17,22-Oct-18,5.2,4,2,4,1,0
10000902,Male,27,Single,Technical Degree,1,Technology,,,3,0,0,0,4,4,2,3,2,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,0
10000905,Male,27,Single,Software Engineering,5,Technology,,,3,0,0,0,4,2,4,3,4,22-Jan-21,22-Jan-21,1.8,1.8,0,1.8,0,0
10000970,Male,27,Single,Software Engineering,3,Technology,,,3,0,0,0,4,3,4,3,3,22-Jul-12,22-Oct-13,10.3,9,0,9,1,0
10001039,Male,27,Other,Software Engineering,2,Quality,,,3,0,0,0,3,3,1,1,3,22-Jul-20,22-Oct-20,2.3,2,2,2,0,0
10001104,Female,27,Other,Software Engineering,2,Quality,,,3,0,0,0,3,3,3,3,3,22-Feb-14,22-Oct-15,8.7,7,7,7,1,0
10001115,Female,27,Married,Other,1,Technology,,,3,0,0,0,3,3,1,4,2,22-Mar-14,22-Oct-20,8.6,2,7,2,1,0
10001167,Male,27,Married,Software Engineering,4,Technology,,,4,0,0,0,3,2,4,2,3,22-Feb-20,22-Oct-20,2.7,2,2,2,0,0
10001205,Female,27,Married,Software Engineering,1,Quality,,,3,0,0,0,4,3,3,3,3,22-Aug-13,22-Oct-15,9.2,7,7,7,1,1
10001332,Male,27,Married,Software Engineering,5,Technology,,,3,0,0,0,4,2,2,4,3,22-Apr-00,22-Oct-12,22.5,10,12,10,1,0
10001352,Female,48,Other,Software Engineering,4,Technology,,,3,0,0,0,4,3,4,2,3,22-Aug-00,22-Oct-05,22.2,17,4,17,1,0
10000002,Male,33,Married,Software Engineering,2,Technology,,,4,0,0,0,3,2,2,4,3,22-Dec-11,22-Oct-15,10.9,7,1,7,1,0
10000130,Female,33,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,1,3,2,22-Sep-07,22-Oct-11,15.1,11,5,11,1,0
10000202,Male,33,Other,Software Engineering,2,Technology,,,3,0,0,0,4,3,4,1,3,22-Jul-15,22-Oct-15,7.3,7,1,7,1,0
10000291,Female,33,Single,Software Engineering,1,Technology,,,3,0,0,0,3,3,1,4,3,22-Apr-19,22-Oct-20,3.5,2,1,2,1,0
10000317,Female,33,Single,Technical Degree,1,Technology,,,3,0,0,0,3,2,3,4,3,22-Dec-14,22-Oct-21,7.9,1,0,1,1,0
10000376,Male,33,Single,Other,1,Technology,,,4,0,0,0,2,2,3,3,3,22-Oct-16,22-Oct-20,6.0,2,0,2,1,0
10000474,Male,33,Other,Software Engineering,1,Technology,,,3,0,0,0,4,2,3,3,3,22-Dec-90,22-Oct-13,31.9,9,0,9,1,0
10000608,Female,33,Married,Software Engineering,1,Quality,,,3,0,0,0,3,3,4,1,4,22-Dec-12,22-Oct-14,9.9,8,7,8,1,1
10000640,Female,33,Married,Technical Degree,1,Technology,,,3,0,0,0,3,3,1,2,3,22-Dec-17,22-Oct-20,4.9,2,0,2,1,0
10000678,Female,33,Married,Other,2,Technology,,,3,0,0,0,1,3,2,3,2,22-Feb-96,22-Oct-13,26.7,9,1,9,1,0
10000822,Male,33,Married,Technical Degree,2,Quality,,,3,0,0,0,4,2,2,2,3,22-Feb-13,22-Oct-14,9.7,8,2,8,1,0
10000900,Male,33,Married,Software Engineering,2,Technology,,,3,0,0,0,1,2,3,3,4,22-Jun-07,22-Jun-07,15.4,15.4,0,15.4,1,0
10001007,Male,49,Single,Software Engineering,2,Technology,,,4,0,0,0,1,2,1,1,3,22-Mar-07,22-Oct-19,15.6,3,1,3,1,1
10001045,Male,26,Married,Technical Degree,2,Technology,,,3,0,0,0,1,3,3,2,2,22-Aug-07,22-Oct-20,15.2,2,1,2,1,0
10001055,Male,26,Other,Software Engineering,1,Technology,,,3,0,0,0,3,3,2,2,3,22-Jan-07,22-Oct-15,15.8,7,0,7,1,0
10001072,Female,26,Married,Software Engineering,2,Technology,,,4,0,0,0,3,2,1,1,3,22-Jun-07,22-Oct-20,15.4,2,1,2,1,0
10001148,Female,26,Married,Software Engineering,1,Technology,,,3,0,0,0,3,3,1,4,2,22-Apr-13,22-Oct-16,9.5,6,1,6,1,0
10001177,Female,26,Married,Other,1,Technology,,,3,0,0,0,1,3,2,2,3,22-Jun-13,22-Oct-20,9.4,2,1,2,1,0
10001182,Female,26,Married,Software Engineering,1,Technology,,,3,0,0,0,3,2,3,2,3,22-Aug-07,22-Oct-11,15.2,11,2,11,1,0
10001193,Female,26,Other,Software Engineering,1,Technology,,,3,0,0,0,4,3,1,2,2,22-Oct-19,22-Oct-20,3.0,2,2,2,0,0
10001196,Male,26,Single,Software Engineering,1,Technology,,,3,0,0,0,3,3,3,1,3,22-Dec-13,22-Oct-15,8.9,7,0,7,1,0
10001255,Female,26,Single,Software Engineering,2,Quality,,,3,0,0,0,4,3,4,3,4,22-Oct-16,22-Oct-21,6.0,1,0,1,1,0
10001378,Male,26,Married,Software Engineering,0,Technology,,,3,0,0,0,2,3,4,4,3,22-Jul-17,22-Oct-18,5.3,4,4,4,1,0
10001469,Male,26,Married,Software Engineering,0,Quality,,,3,0,0,0,4,2,2,4,2,22-Jun-13,22-Oct-16,9.4,6,0,6,1,0
10000037,Male,28,Married,Software Engineering,1,Quality,,,3,0,0,0,1,2,3,3,3,22-Oct-18,22-Oct-20,4.0,2,0,2,1,1
10000063,Female,28,Other,Software Engineering,5,Technology,,,3,0,0,0,2,2,3,4,2,22-Mar-95,22-Oct-19,27.6,3,13,3,1,0
10000107,Female,28,Married,Software Engineering,5,Technology,,,3,0,0,0,1,3,2,1,2,22-Oct-13,22-Oct-19,9.0,3,0,3,1,0
10000132,Female,28,Single,Software Engineering,3,Quality,,,3,0,0,0,3,3,4,4,3,22-Jan-20,22-Oct-20,2.8,2,2,2,0,0
10000166,Female,28,Single,Software Engineering,5,Technology,,,3,0,0,0,3,3,2,2,3,22-Jun-17,22-Oct-18,5.4,4,4,4,1,0
10000184,Male,28,Married,Software Engineering,1,Technology,,,3,0,0,0,3,2,3,4,2,22-Oct-18,22-Oct-20,4.0,2,0,2,1,0
10000234,Female,28,Other,Software Engineering,5,Quality,,,3,0,0,0,4,3,4,3,2,22-Mar-15,22-Mar-15,7.6,7.6,0,7.6,1,0
10000280,Male,28,Other,Software Engineering,5,Technology,,,3,0,0,0,1,3,2,1,2,22-Apr-12,22-Oct-18,10.5,4,1,4,1,0
10000368,Male,28,Single,Technical Degree,3,Technology,,,3,0,0,0,4,2,4,4,3,22-Mar-18,22-Oct-19,4.6,3,1,3,1,0
10000426,Male,28,Married,Software Engineering,4,Technology,,,3,0,0,0,2,2,3,2,3,22-Feb-95,22-Oct-12,27.7,10,15,10,1,0
10000478,Male,28,Married,Software Engineering,5,Consulting,,,3,0,0,0,1,3,2,3,3,22-Dec-89,22-Oct-17,32.9,5,10,5,1,0
10000524,Male,28,Married,Software Engineering,1,Technology,,,3,0,0,0,4,4,3,3,3,22-Sep-02,22-Oct-14,20.1,8,3,8,1,0
10000529,Male,28,Married,Technical Degree,2,Quality,,,3,0,0,0,2,3,3,1,3,22-Sep-18,22-Oct-19,4.1,3,1,3,1,1
10000540,Male,28,Married,Software Engineering,1,Quality,,,3,0,0,0,4,3,2,4,3,22-Jul-20,22-Oct-20,2.3,2,2,2,0,0
10000589,Male,28,Married,Software Engineering,4,Technology,,,3,0,0,0,3,3,3,4,3,22-Dec-17,22-Oct-19,4.9,3,0,3,1,0
10000654,Male,28,Other,Software Engineering,4,Technology,,,3,0,0,0,1,3,1,4,3,22-Aug-91,22-Oct-16,31.2,6,14,6,1,0
10000715,Male,28,Other,Software Engineering,4,Technology,,,4,0,0,0,4,3,4,3,2,22-Jan-17,22-Oct-18,5.8,4,1,4,1,0
10000722,Male,28,Married,Software Engineering,4,Technology,,,3,0,0,0,4,3,3,4,3,22-Jan-10,22-Oct-11,12.8,11,1,11,1,0
10000743,Male,28,Married,Software Engineering,1,Technology,,,3,0,0,0,1,3,4,2,3,22-Feb-21,22-Feb-21,1.7,1.7,0,1.7,0,0
10000752,Female,28,Married,Software Engineering,2,Quality,,,3,0,0,0,4,3,3,1,3,22-Mar-04,22-Oct-15,18.6,7,0,7,1,0
10000767,Male,50,Married,Software Engineering,0,Technology,,,3,0,0,0,2,3,3,4,2,22-Oct-13,22-Oct-21,9.0,1,7,1,1,0
10000802,Male,50,Married,Software Engineering,0,Quality,,,3,0,0,0,4,3,3,4,3,22-Apr-22,22-Apr-22,0.5,0.5,0,0.5,0,1
10000868,Female,50,Married,Software Engineering,0,Technology,,,4,0,0,0,4,3,1,3,3,22-Feb-20,22-Oct-20,2.7,2,2,2,0,0
10000946,Female,50,Married,Software Engineering,0,Technology,,,3,0,0,0,4,3,1,2,3,22-Aug-19,22-Oct-20,3.2,2,1,2,1,0
10001087,Male,50,Married,Software Engineering,0,Technology,,,3,0,0,0,3,1,4,4,3,22-Apr-90,22-Oct-16,32.5,6,13,6,1,0
10001127,Male,50,Married,Software Engineering,1,Quality,,,3,0,0,0,3,3,3,3,3,22-Jul-21,22-Jul-21,1.3,1.3,0,1.3,0,0
10001139,Male,50,Married,Software Engineering,1,Technology,,,3,0,0,0,2,3,3,3,3,22-Sep-92,22-Oct-14,30.1,8,12,8,1,0
10001178,Female,50,Other,Software Engineering,1,Technology,,,3,0,0,0,4,2,1,3,3,22-Jun-08,22-Oct-11,14.4,11,1,11,1,0
10001453,Male,50,Other,Software Engineering,1,Quality,,,3,0,0,0,2,3,3,4,3,22-Dec-07,22-Oct-19,14.9,3,0,3,1,1
10001462,Male,50,Other,Software Engineering,1,Quality,,,3,0,0,0,4,2,1,2,3,22-Jul-08,22-Oct-20,14.3,2,2,2,1,1
10000088,Male,51,Married,Software Engineering,1,Technology,,,4,0,0,0,4,3,4,2,3,22-Oct-17,22-Oct-20,5.0,2,0,2,1,0
10000092,Male,51,Single,Software Engineering,1,Quality,,,4,0,0,0,3,3,4,4,1,22-Aug-12,22-Oct-15,10.2,7,1,7,1,0
10000111,Female,51,Single,Software Engineering,1,Technology,,,4,0,0,0,1,2,1,3,2,22-Jun-09,22-Oct-10,13.4,12,12,12,1,0
10000124,Male,51,Single,Software Engineering,0,Technology,,,3,0,0,0,1,3,3,3,3,22-Sep-02,22-Oct-04,20.1,18,15,18,1,0
10000137,Male,51,Single,Software Engineering,0,Technology,,,3,0,0,0,1,1,4,4,3,22-Jan-18,22-Oct-20,4.8,2,0,2,1,1
10000157,Male,27,Married,Software Engineering,2,Technology,,,3,0,0,0,2,2,3,3,3,22-Apr-21,22-Apr-21,1.5,1.5,0,1.5,0,0
10000190,Female,27,Single,Software Engineering,4,Technology,,,3,0,0,0,4,3,2,3,3,22-Feb-15,22-Oct-15,7.7,7,1,7,1,0
10000214,Male,27,Married,Software Engineering,3,Technology,,,3,0,0,0,2,2,2,4,1,22-Jul-12,22-Oct-13,10.3,9,4,9,1,0
10000259,Male,27,Married,Software Engineering,1,Technology,,,3,0,0,0,3,3,4,2,2,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,0
10000300,Male,27,Other,Software Engineering,2,Technology,,,3,0,0,0,4,1,2,4,3,22-Sep-18,22-Oct-21,4.1,1,1,1,1,0
10000377,Female,27,Married,Software Engineering,2,Quality,,,3,0,0,0,3,3,4,3,2,22-Apr-15,22-Oct-15,7.5,7,0,7,1,0
10000617,Female,27,Married,Software Engineering,4,Quality,,,3,0,0,0,1,3,3,3,2,22-Feb-02,22-Oct-16,20.7,6,4,6,1,0
10000780,Male,27,Married,Software Engineering,1,Technology,,,3,0,0,0,1,3,3,3,4,22-Feb-12,22-Feb-12,10.7,10.7,2,10.7,1,1
10000919,Male,27,Other,Software Engineering,5,Quality,,,4,0,0,0,4,3,2,1,2,22-Dec-92,22-Oct-12,29.9,10,11,10,1,0
10000931,Female,27,Single,Software Engineering,1,Technology,,,3,0,0,0,2,2,3,2,2,22-Apr-15,22-Apr-15,7.5,7.5,7,7.5,1,0
10000963,Male,27,Other,Software Engineering,4,Consulting,,,3,0,0,0,3,3,2,2,3,22-Jun-89,22-Oct-13,33.4,9,0,9,1,0
10000972,Female,27,Single,Technical Degree,4,Technology,,,3,0,0,0,4,2,2,2,2,22-Apr-17,22-Oct-20,5.5,2,0,2,1,0
10000988,Male,27,Married,Software Engineering,3,Quality,,,3,0,0,0,2,3,2,2,3,22-Feb-18,22-Oct-20,4.7,2,3,2,1,0
10001276,Female,27,Married,Technical Degree,3,Technology,,,3,0,0,0,1,3,3,4,3,22-Apr-20,22-Oct-20,2.5,2,2,2,0,0
10000807,Male,27,Single,Software Engineering,3,Technology,,,3,0,0,0,2,3,2,4,3,22-Oct-13,22-Oct-16,9.0,6,4,6,1,0
10000852,Female,27,Other,Technical Degree,5,Technology,,,3,0,0,0,4,3,1,4,3,22-Dec-16,22-Oct-20,5.9,2,4,2,1,0
10000859,Female,27,Other,Software Engineering,5,Technology,,,3,0,0,0,4,3,3,2,3,22-Jun-15,22-Oct-15,7.4,7,4,7,1,0
10000891,Female,27,Other,Software Engineering,3,Technology,,,3,0,0,0,4,3,3,1,1,22-Jan-17,22-Oct-18,5.8,4,1,4,1,0
10000066,Female,26,Other,Software Engineering,4,Technology,,,3,0,0,0,4,3,3,3,3,22-Mar-17,22-Mar-17,5.6,5.6,0,5.6,1,0
10000083,Male,26,Married,Software Engineering,3,Quality,,,3,0,0,0,1,3,4,4,3,22-Dec-20,22-Dec-20,1.9,1.9,1,1.9,0,0
10000188,Male,26,Single,Software Engineering,5,Technology,,,3,0,0,0,3,4,2,4,3,22-Apr-98,22-Oct-07,24.5,15,2,15,1,0
10000271,Male,26,Single,Software Engineering,5,Technology,,,3,0,0,0,4,3,1,3,3,22-Oct-85,22-Oct-12,37.0,10,4,10,1,0
